,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a63,a64,a65,a66,a67,a68,a69,a70,a71,a72,a73,a74,a75,a76,a77,a78,a79,a80,a81,a82,a83,a84,a85,a86,a87,a88,a89,a90,a91,a92,a93,a94,a95,a96,a97,a98,a99,a100,a101,a102,a103,a104,a105,a106,a107,a108,a109,a110,a111,a112,a113,a114,a115,a116,a117,a118,a119,a120,a121,a122,a123,a124,a125,a126,a127,a128,a129,a130,a131,a132,a133,a134,a135,a136,a137,a138,a139,a140,a141,a142,a143,a144,a145,a146,a147,Class
387,0.130312,0.022929,0.238636,0.646699,0.090523,0.125858,0.78003,0.555286,0.55968,0.245358,0.207734,0.200237,0.041532,0.675,0.75641,0.687697,0.681081,0.653061,0.64557,0.095679,0.218542,0.280412,0.027029,0.441176,0.66285,0.217712,0.241199,0.788256,0.568933,0.584166,0.350354,0.376196,0.36242,0.047001,0.879518,0.6,0.752066,0.358491,0.908163,0.644737,0.107088,0.10657,0.246465,0.029343,0.423445,0.649088,0.204244,0.251874,0.784254,0.549842,0.566746,0.323395,0.394746,0.365233,0.049816,0.858824,0.625,0.652406,0.384615,0.886598,0.653333,0.086218,0.170901,0.328125,0.057397,0.273043,0.584333,0.066873,0.276812,0.759962,0.459569,0.491487,0.360434,0.423083,0.390722,0.008228,0.864865,0.6,0.779487,0.682692,0.268041,0.72973,0.121397,0.135513,0.300477,0.056588,0.314629,0.585567,0.061679,0.277213,0.772698,0.459569,0.491487,0.360129,0.423083,0.390722,0.008228,0.842105,0.59596,0.680412,0.682692,0.268041,0.72973,0.114013,0.212064,0.276316,0.046086,0.271626,0.585567,0.061679,0.173479,0.772698,0.459569,0.491487,0.352085,0.45737,0.417618,0.008228,0.831169,0.574468,0.680412,0.697248,0.268041,0.739726,0.088681,0.23227,0.276316,0.046086,0.271626,0.585567,0.061679,0.170384,0.772698,0.459569,0.491487,0.33302,0.45737,0.417618,0.007221,0.831169,0.555556,0.680412,0.697248,0.268041,0.739726,0.062063,0.23227,4
388,0.025496,0.017544,0.110795,0.668523,0.041018,0.022883,0.30196,0.695583,0.960992,0.190868,0.48236,0.289396,0.008306,0.7625,0.833333,0.583596,0.821622,0.285714,0.050633,0.052469,0.207976,0.018557,0.003543,0.090686,0.664658,0.03567,0.013038,0.301462,0.690545,0.961676,0.112547,0.340616,0.195754,0.003292,0.73494,0.863158,0.347107,0.792453,0.285714,0.039474,0.009245,0.305105,0.056566,0.008654,0.169856,0.765099,0.066313,0.04048,0.481242,0.811842,0.951407,0.762628,0.520151,0.198387,0.0,1.0,0.84375,0.502674,0.826923,0.278351,0.16,0.01825,0.0,0.048611,0.005001,0.111304,0.762931,0.03096,0.03913,0.479669,0.810261,0.950823,0.680217,0.451507,0.176311,0.0,1.0,0.85,0.482051,0.826923,0.278351,0.162162,0.01179,0.001853,0.012719,0.006055,0.038076,0.640687,0.014278,0.01016,0.398803,0.670874,0.815681,0.841598,0.945963,0.862267,0.001967,0.934211,0.919192,0.435567,0.884615,0.14433,0.162162,0.009536,0.087737,0.29386,0.028595,0.416955,0.75642,0.191319,0.18347,0.802164,0.693712,0.72888,0.838187,0.766166,0.622764,0.002862,0.961039,0.5,0.579897,0.545872,0.494845,0.534247,0.072235,0.055248,0.29386,0.028595,0.416955,0.75642,0.191319,0.180196,0.802164,0.693712,0.72888,0.792801,0.766166,0.622764,0.002512,0.961039,0.477778,0.579897,0.545872,0.494845,0.534247,0.050553,0.055248,5
389,0.631728,0.030571,0.556818,0.571272,0.268741,0.601831,0.761994,0.451011,0.461532,0.32968,0.329946,0.319905,0.06922,0.6125,0.358974,0.851735,0.389189,0.785714,0.734177,0.287037,0.434942,0.23299,0.010424,0.355392,0.548303,0.130381,0.189048,0.737683,0.425844,0.441551,0.509796,0.370787,0.384926,0.03237,0.879518,0.610526,0.705234,0.476415,0.857143,0.75,0.0547,0.110926,0.448485,0.0415,0.34689,0.570726,0.206897,0.352324,0.664575,0.501126,0.505776,0.686289,0.674163,0.628315,0.014538,0.894118,0.677083,0.879679,0.663462,0.57732,0.6,0.130271,0.146539,0.310764,0.054801,0.206957,0.463924,0.065635,0.286957,0.57322,0.390511,0.395639,0.798442,0.630954,0.615973,0.021642,0.945946,0.69,0.925641,0.634615,0.721649,0.648649,0.121834,0.063233,0.284579,0.05399,0.238477,0.464904,0.060537,0.287373,0.582827,0.390511,0.395639,0.797766,0.630954,0.615973,0.021642,0.921053,0.686869,0.82732,0.634615,0.721649,0.648649,0.114428,0.119612,0.24269,0.051697,0.259516,0.501667,0.050828,0.163488,0.624401,0.422429,0.430063,0.834878,0.711126,0.698245,0.018959,0.935065,0.680851,0.819588,0.655963,0.752577,0.657534,0.090616,0.103708,0.24269,0.051697,0.259516,0.501667,0.050828,0.160571,0.624401,0.422429,0.430063,0.789671,0.711126,0.698245,0.016641,0.935065,0.666667,0.819588,0.655963,0.752577,0.657534,0.063417,0.103708,8
390,0.594901,0.035609,0.477273,0.83134,0.281471,0.510297,0.820265,0.811132,0.803344,0.167428,0.223257,0.243483,0.038763,0.5375,0.410256,0.73817,0.535135,0.653061,0.468354,0.274691,0.322931,0.43299,0.007829,0.406863,0.829965,0.244772,0.290743,0.822542,0.80869,0.800862,0.096499,0.149605,0.162845,0.015362,0.518072,0.515789,0.482094,0.542453,0.653061,0.473684,0.064715,0.450599,0.353535,0.024191,0.607656,0.882364,0.355438,0.331334,0.860322,0.862044,0.862795,0.137486,0.214646,0.226703,0.040899,0.705882,0.53125,0.558824,0.375,0.85567,0.453333,0.094399,0.430264,0.553819,0.075307,0.281739,0.838268,0.144272,0.513043,0.832096,0.814801,0.808861,0.133808,0.199282,0.215846,0.023967,0.648649,0.6,0.6,0.552885,0.762887,0.472973,0.220524,0.371814,0.667727,0.118373,0.356713,0.839053,0.100514,0.613933,0.847238,0.81294,0.806681,0.140802,0.224426,0.233381,0.005902,0.644737,0.555556,0.523196,0.692308,0.092784,0.472973,0.303483,0.491619,0.559942,0.169611,0.269896,0.802761,0.092519,0.369664,0.823066,0.771896,0.765437,0.178028,0.308796,0.311467,0.015918,0.727273,0.648936,0.595361,0.701835,0.618557,0.493151,0.304418,0.381965,0.305556,0.246428,0.207612,0.763134,0.059395,0.183764,0.791206,0.729126,0.723637,0.235681,0.398278,0.392571,0.00314,0.818182,0.844444,0.67268,0.885321,0.371134,0.506849,0.154593,0.247029,7
391,0.189802,0.011812,0.3125,0.577162,0.158416,0.215103,0.279717,0.578361,0.833184,0.207002,0.251764,0.428318,0.083526,0.675,0.653846,0.542587,0.513514,0.785714,0.101266,0.08642,0.30059,0.068041,0.006386,0.164216,0.571435,0.078721,0.05867,0.299438,0.575597,0.804208,0.359316,0.499376,0.463694,0.024506,0.879518,0.831579,0.523416,0.65566,0.734694,0.118421,0.021572,0.169262,0.066667,0.006182,0.160287,0.572258,0.084881,0.065967,0.300438,0.575597,0.804208,0.327383,0.43181,0.391398,0.025974,0.858824,0.833333,0.411765,0.649038,0.731959,0.106667,0.017621,0.243862,0.248264,0.018839,0.269565,0.46533,0.10031,0.25942,0.436379,0.423201,0.506518,0.995935,0.721068,0.795632,0.032373,0.945946,0.7,0.741026,0.524038,0.814433,0.459459,0.065066,0.058712,0.227345,0.017997,0.310621,0.466313,0.092519,0.259797,0.443692,0.423201,0.506518,0.995092,0.721068,0.795632,0.032373,0.921053,0.69697,0.641753,0.524038,0.814433,0.459459,0.060531,0.113829,0.349415,0.05919,0.394464,0.551622,0.127356,0.237965,0.609807,0.489217,0.524658,0.768696,0.635995,0.643892,0.021105,0.922078,0.585106,0.801546,0.541284,0.783505,0.561644,0.126733,0.118011,0.238304,0.066489,0.32699,0.588291,0.107367,0.162355,0.637063,0.531805,0.562329,0.732864,0.755529,0.730959,0.018524,0.935065,0.677778,0.793814,0.610092,0.773196,0.547945,0.07267,0.103861,5
392,0.447592,0.052632,0.5625,0.839969,0.29703,0.480549,0.723102,0.866,0.870439,0.10898,0.120519,0.125889,0.108445,0.6,0.448718,0.652997,0.459459,0.795918,0.367089,0.320988,0.289618,0.364948,0.070045,0.539216,0.847024,0.359164,0.595828,0.75613,0.860783,0.866141,0.195915,0.274032,0.242675,0.237015,0.650602,0.336842,0.730028,0.084906,0.989796,0.394737,0.349769,0.280331,0.414141,0.099526,0.5,0.842394,0.33687,0.754123,0.749673,0.856101,0.862611,0.16673,0.232997,0.203226,0.243264,0.658824,0.40625,0.585561,0.086538,0.989691,0.373333,0.370673,0.356455,0.355903,0.057516,0.351304,0.840939,0.157276,0.728986,0.748913,0.854892,0.86096,0.148713,0.202249,0.180615,0.224468,0.608108,0.43,0.561538,0.086538,0.989691,0.378378,0.256332,0.373538,0.518283,0.141543,0.460922,0.827551,0.256996,0.773585,0.745488,0.842497,0.844908,0.213742,0.19975,0.182688,0.102665,0.802632,0.565657,0.546392,0.216346,0.979381,0.378378,0.40257,0.254371,0.476608,0.115274,0.397924,0.827551,0.256996,0.484105,0.745488,0.842497,0.844908,0.208968,0.215938,0.195263,0.102665,0.792208,0.542553,0.546392,0.252294,0.979381,0.383562,0.313125,0.273782,0.476608,0.115274,0.397924,0.827551,0.256996,0.475468,0.745488,0.842497,0.844908,0.197653,0.215938,0.195263,0.09011,0.792208,0.522222,0.546392,0.252294,0.979381,0.383562,0.219138,0.273782,3
393,0.212465,0.134792,0.471591,0.180212,0.161245,0.189931,0.160043,0.182527,0.185197,0.252968,0.168501,0.176836,0.040148,0.7125,0.602564,0.820189,0.616216,0.744898,0.392405,0.302469,0.182444,0.154639,0.031356,0.401961,0.168876,0.140221,0.108214,0.158785,0.165961,0.170303,0.155065,0.109238,0.115074,0.015911,0.686747,0.673684,0.553719,0.613208,0.744898,0.394737,0.071649,0.27279,0.208081,0.046528,0.447368,0.142148,0.144562,0.155922,0.141303,0.135164,0.140002,0.234144,0.214106,0.212724,0.008529,0.823529,0.59375,0.593583,0.615385,0.463918,0.4,0.081812,0.240149,0.381944,0.031533,0.645217,0.152127,0.344892,0.326087,0.182394,0.129444,0.136581,0.450373,0.209277,0.219831,0.008228,0.891892,0.52,0.669231,0.4375,0.546392,0.513514,0.1,0.106041,0.240064,0.046553,0.458918,0.118315,0.16562,0.258345,0.162293,0.091669,0.097379,0.392621,0.248633,0.259684,0.029154,0.828947,0.444444,0.585052,0.384615,0.752577,0.554054,0.098259,0.211361,0.22076,0.037913,0.396194,0.118315,0.16562,0.161671,0.162293,0.091669,0.097379,0.383852,0.268783,0.27756,0.029154,0.818182,0.414894,0.585052,0.412844,0.752577,0.561644,0.076427,0.23158,0.22076,0.037913,0.396194,0.118315,0.16562,0.158787,0.162293,0.091669,0.097379,0.363067,0.268783,0.27756,0.025589,0.818182,0.388889,0.585052,0.412844,0.752577,0.561644,0.053487,0.23158,0
394,0.141643,0.033003,0.224432,0.0857,0.096181,0.125858,0.1442,0.04747,0.059815,0.408828,0.165961,0.207938,0.014305,0.95,0.769231,0.753943,0.805405,0.367347,0.721519,0.117284,0.039689,0.103093,0.007211,0.188725,0.072919,0.083641,0.071708,0.142857,0.02787,0.042404,0.261776,0.107366,0.137367,0.005669,0.915663,0.810526,0.495868,0.778302,0.367347,0.736842,0.025424,0.092112,0.10101,0.007006,0.184211,0.073024,0.090186,0.08096,0.143334,0.02787,0.042404,0.238511,0.092839,0.11595,0.006009,0.894118,0.8125,0.385027,0.774038,0.360825,0.733333,0.020768,0.151634,0.192708,0.013242,0.342609,0.186141,0.115789,0.182609,0.274543,0.127401,0.14521,0.542005,0.443854,0.460226,0.017886,0.918919,0.65,0.689744,0.533654,0.773196,0.702703,0.042795,0.112191,0.176471,0.012395,0.39479,0.186535,0.106796,0.182874,0.279144,0.127401,0.14521,0.541547,0.443854,0.460226,0.017886,0.894737,0.646465,0.590206,0.533654,0.773196,0.702703,0.039386,0.182233,0.102339,0.015802,0.197232,0.311094,0.05197,0.06812,0.452901,0.217571,0.247367,1.0,0.697451,0.728403,0.017886,0.974026,0.734043,0.610825,0.711009,0.71134,0.767123,0.029023,0.039699,0.362573,0.076041,0.352941,0.448847,0.118789,0.221231,0.573112,0.364858,0.384087,0.885133,0.833699,0.830636,0.004396,0.961039,0.511111,0.806701,0.633028,0.536082,0.671233,0.096592,0.063434,6
395,0.453258,0.023102,0.448864,0.529358,0.241867,0.384439,0.823487,0.33577,0.393672,0.398478,0.343494,0.374408,0.022612,0.8125,0.512821,0.804416,0.589189,0.397959,0.911392,0.179012,0.250019,0.259794,0.018912,0.377451,0.590534,0.131611,0.172099,0.84099,0.427195,0.460163,0.510629,0.69226,0.537792,0.010973,0.903614,0.684211,0.757576,0.740566,0.397959,0.815789,0.070878,0.073697,0.367677,0.040882,0.41866,0.540133,0.277188,0.292354,0.731525,0.408735,0.44123,0.712685,0.65815,0.596057,0.017058,0.941176,0.489583,0.850267,0.591346,0.515464,0.76,0.113279,0.077805,0.369792,0.028103,0.316522,0.566576,0.113932,0.310145,0.749366,0.440045,0.46945,0.608062,0.640481,0.595887,0.006439,0.932432,0.56,0.828205,0.615385,0.319588,0.743243,0.09083,0.078049,0.338633,0.027269,0.364729,0.567773,0.105083,0.310595,0.761924,0.440045,0.46945,0.607548,0.640481,0.595887,0.006439,0.907895,0.555556,0.729381,0.615385,0.319588,0.743243,0.084992,0.138563,0.311404,0.022208,0.314879,0.567773,0.105083,0.194369,0.761924,0.440045,0.46945,0.593977,0.692386,0.636906,0.006439,0.896104,0.531915,0.729381,0.633028,0.319588,0.753425,0.066108,0.160149,0.362573,0.076041,0.352941,0.448847,0.118789,0.221231,0.573112,0.364858,0.384087,0.885133,0.833699,0.830636,0.004396,0.961039,0.511111,0.806701,0.633028,0.536082,0.671233,0.096592,0.063434,8
396,0.235127,0.071912,0.372159,0.935668,0.138614,0.189931,0.781731,0.97534,0.982518,0.155556,0.184872,0.155806,0.00323,0.525,0.589744,0.741325,0.735135,0.265306,0.341772,0.216049,0.30158,0.346392,0.052452,0.490196,0.941127,0.215252,0.222947,0.787627,0.984106,0.987668,0.08837,0.101124,0.089172,0.006767,0.481928,0.410526,0.512397,0.556604,0.612245,0.342105,0.143297,0.351231,0.339394,0.052256,0.478469,0.942482,0.232095,0.254873,0.790258,0.984106,0.987668,0.080517,0.087442,0.075269,0.007172,0.470588,0.416667,0.40107,0.548077,0.608247,0.333333,0.117055,0.461396,0.291667,0.030199,0.335652,0.941951,0.108359,0.246377,0.789621,0.983973,0.98752,0.071816,0.075902,0.066794,0.006618,0.391892,0.44,0.384615,0.548077,0.608247,0.337838,0.080349,0.482963,0.267091,0.029367,0.386774,0.943941,0.099943,0.246734,0.802855,0.983973,0.98752,0.071755,0.075902,0.066794,0.006618,0.381579,0.434343,0.283505,0.548077,0.608247,0.337838,0.075041,0.65648,0.245614,0.023917,0.33391,0.943941,0.099943,0.154405,0.802855,0.983973,0.98752,0.070152,0.082053,0.071392,0.006618,0.376623,0.404255,0.283505,0.568807,0.608247,0.342466,0.058368,0.668339,0.261696,0.085436,0.309689,0.865909,0.088521,0.168599,0.820994,0.863428,0.861053,0.309859,0.526929,0.51985,0.012873,0.844156,0.511111,0.639175,0.614679,0.680412,0.424658,0.084857,0.187453,1
397,0.699717,0.118117,0.855114,0.735686,0.605375,0.924485,0.746778,0.717733,0.690095,0.175647,0.303415,0.264514,0.238579,0.7125,0.102564,0.85489,0.059459,0.989796,0.481013,0.802469,0.259505,0.402062,0.039349,0.64951,0.735583,0.412054,0.393742,0.750056,0.715353,0.689786,0.17674,0.277154,0.25138,0.078091,0.73494,0.231579,0.661157,0.160377,0.989796,0.486842,0.186441,0.230442,0.406061,0.058438,0.631579,0.762314,0.401857,0.512744,0.76904,0.745925,0.717979,0.180213,0.290032,0.259677,0.108354,0.752941,0.354167,0.593583,0.125,0.989691,0.466667,0.206419,0.276801,0.229167,0.048085,0.347826,0.790855,0.116409,0.346377,0.787855,0.777707,0.751195,0.180894,0.306263,0.300016,0.09873,0.783784,0.57,0.612821,0.216346,0.989691,0.459459,0.129694,0.22709,0.209857,0.047268,0.400802,0.792525,0.107367,0.34688,0.801059,0.777707,0.751195,0.180741,0.306263,0.300016,0.09873,0.763158,0.565657,0.512887,0.216346,0.989691,0.459459,0.121891,0.329198,0.192982,0.038496,0.346021,0.792525,0.107367,0.217075,0.801059,0.777707,0.751195,0.176704,0.331082,0.320668,0.09873,0.753247,0.542553,0.512887,0.252294,0.989691,0.465753,0.094808,0.347204,0.192982,0.038496,0.346021,0.792525,0.107367,0.213202,0.801059,0.777707,0.751195,0.167136,0.331082,0.320668,0.086656,0.753247,0.522222,0.512887,0.252294,0.989691,0.465753,0.066351,0.347204,7
398,0.328612,0.211916,0.309659,0.941558,0.151344,0.423341,0.818654,0.966357,0.972092,0.087976,0.109512,0.103969,0.177204,0.2,0.653846,0.649842,0.432432,0.928571,0.367089,0.604938,0.358624,0.224742,0.144747,0.215686,0.922307,0.141451,0.260756,0.808909,0.945565,0.949344,0.086703,0.136704,0.138217,0.095099,0.626506,0.821053,0.534435,0.386792,0.969388,0.368421,0.269646,0.282702,0.19798,0.145683,0.208134,0.921731,0.149867,0.272864,0.809715,0.943764,0.947557,0.106722,0.140698,0.138351,0.100795,0.623529,0.822917,0.433155,0.379808,0.969072,0.36,0.208307,0.280242,0.246528,0.168477,0.286957,0.903486,0.129412,0.356522,0.796142,0.923859,0.928045,0.108909,0.141028,0.138371,0.091755,0.675676,0.59,0.476923,0.25,0.989691,0.378378,0.251965,0.266166,0.246423,0.211718,0.336673,0.91732,0.126214,0.413643,0.823803,0.934711,0.937787,0.133694,0.160706,0.15224,0.109104,0.736842,0.59596,0.440722,0.216346,0.989691,0.378378,0.298507,0.329326,0.226608,0.172426,0.290657,0.91732,0.126214,0.258856,0.823803,0.934711,0.937787,0.130708,0.17373,0.162719,0.109104,0.727273,0.574468,0.440722,0.252294,0.989691,0.383562,0.232183,0.347329,0.226608,0.172426,0.290657,0.91732,0.126214,0.254237,0.823803,0.934711,0.937787,0.123631,0.17373,0.162719,0.095761,0.727273,0.555556,0.440722,0.252294,0.989691,0.383562,0.162492,0.347329,3
399,0.509915,0.08824,0.34375,0.634554,0.190948,0.466819,0.708915,0.576423,0.573701,0.162253,0.188541,0.197867,0.052607,0.6875,0.589744,0.804416,0.621622,0.744898,0.56962,0.410494,0.226767,0.354639,0.053523,0.365196,0.615335,0.202952,0.22425,0.687694,0.557857,0.556982,0.139433,0.176654,0.184713,0.006035,0.73494,0.673684,0.655647,0.698113,0.44898,0.565789,0.145609,0.233771,0.622222,0.107645,0.41866,0.628337,0.287798,0.551724,0.715498,0.561189,0.563537,0.189897,0.174883,0.168459,0.036829,0.823529,0.552083,0.647059,0.447115,0.865979,0.586667,0.298301,0.201584,0.543403,0.161999,0.26087,0.621346,0.105263,0.488406,0.707843,0.555142,0.55704,0.199695,0.195221,0.18763,0.018959,0.851351,0.67,0.64359,0.572115,0.824742,0.581081,0.3131,0.138146,0.497615,0.16128,0.300601,0.622658,0.097087,0.489115,0.719705,0.555142,0.55704,0.199526,0.195221,0.18763,0.018959,0.828947,0.666667,0.543814,0.572115,0.824742,0.581081,0.29602,0.215432,0.434211,0.133134,0.228374,0.618292,0.094803,0.290645,0.715654,0.550738,0.552818,0.232958,0.251899,0.238882,0.018959,0.831169,0.659574,0.554124,0.600917,0.814433,0.60274,0.222509,0.173754,0.504386,0.315558,0.306228,0.601249,0.109081,0.310437,0.691529,0.53857,0.53904,0.161346,0.193314,0.186062,0.006122,0.779221,0.566667,0.476804,0.706422,0.515464,0.589041,0.257278,0.232673,4
400,0.399433,0.059232,0.403409,0.838964,0.15983,0.366133,0.840002,0.809767,0.807478,0.220091,0.29015,0.300059,0.044301,0.65,0.589744,0.858044,0.605405,0.683673,0.481013,0.283951,0.280512,0.305155,0.039349,0.35049,0.816197,0.136531,0.25163,0.83631,0.782756,0.772394,0.151105,0.238036,0.257749,0.041697,0.650602,0.747368,0.694215,0.528302,0.897959,0.5,0.134052,0.338145,0.29899,0.039151,0.342105,0.817372,0.147215,0.287856,0.839104,0.782756,0.772394,0.137676,0.205829,0.217563,0.044195,0.635294,0.75,0.57754,0.519231,0.896907,0.493333,0.109503,0.445753,0.256944,0.022626,0.236522,0.815686,0.068731,0.278261,0.838616,0.780931,0.769659,0.122798,0.178666,0.193368,0.04078,0.581081,0.76,0.553846,0.519231,0.896907,0.5,0.075109,0.466651,0.235294,0.021787,0.272545,0.817409,0.063392,0.278665,0.85267,0.780931,0.769659,0.122694,0.178666,0.193368,0.04078,0.565789,0.757576,0.453608,0.519231,0.896907,0.5,0.070066,0.635616,0.216374,0.017743,0.235294,0.817409,0.063392,0.174387,0.85267,0.780931,0.769659,0.119954,0.193145,0.206679,0.04078,0.558442,0.744681,0.453608,0.541284,0.896907,0.506849,0.054499,0.647867,0.216374,0.017743,0.235294,0.817409,0.063392,0.171276,0.85267,0.780931,0.769659,0.113459,0.193145,0.206679,0.035793,0.558442,0.733333,0.453608,0.541284,0.896907,0.506849,0.03814,0.647867,7
401,0.617564,0.049679,0.474432,0.566615,0.193777,0.567506,0.774705,0.408164,0.478743,0.213394,0.180638,0.195498,0.053992,0.7875,0.461538,0.823344,0.578378,0.612245,0.78481,0.351852,0.164734,0.284536,0.049444,0.323529,0.54478,0.082411,0.241199,0.733498,0.398649,0.463051,0.224052,0.250104,0.239278,0.046452,0.746988,0.8,0.735537,0.608491,0.826531,0.776316,0.146379,0.195745,0.218182,0.060499,0.30622,0.528945,0.118037,0.253373,0.717981,0.383611,0.447373,0.267945,0.27204,0.257348,0.06823,0.811765,0.71875,0.679144,0.528846,0.886598,0.773333,0.125865,0.217591,0.338542,0.077046,0.346087,0.509089,0.111455,0.375362,0.728899,0.348649,0.413083,0.394986,0.336249,0.334449,0.049007,0.918919,0.67,0.838462,0.399038,0.938144,0.837838,0.175546,0.094328,0.310016,0.076254,0.398798,0.510165,0.102798,0.375907,0.741114,0.348649,0.413083,0.394652,0.336249,0.334449,0.049007,0.894737,0.666667,0.739691,0.399038,0.938144,0.837838,0.165423,0.159385,0.266082,0.064296,0.320069,0.498756,0.097658,0.221617,0.725691,0.340159,0.403433,0.470053,0.394057,0.397001,0.049007,0.909091,0.670213,0.75,0.444954,0.938144,0.835616,0.125443,0.121855,0.266082,0.064296,0.320069,0.498756,0.097658,0.217663,0.725691,0.340159,0.403433,0.444601,0.394057,0.397001,0.043014,0.909091,0.655556,0.75,0.444954,0.938144,0.835616,0.087791,0.121855,4
402,0.184136,0.373111,0.235795,0.958177,0.080622,0.331808,0.812836,0.996301,0.99645,0.093455,0.035845,0.035545,0.269497,0.4625,0.833333,0.697161,0.372973,0.969388,0.341772,0.691358,0.304031,0.228866,0.129048,0.421569,0.955915,0.140221,0.217731,0.807964,0.996848,0.997845,0.053356,0.015814,0.013376,0.058888,0.566265,0.589474,0.473829,0.353774,0.969388,0.342105,0.224961,0.362025,0.286869,0.408119,0.5311,0.949538,0.348806,0.209895,0.806916,0.984241,0.991473,0.099886,0.089241,0.053226,0.004846,0.682353,0.416667,0.449198,0.504808,0.474227,0.333333,0.299559,0.30779,0.246528,0.235853,0.373913,0.949072,0.162848,0.202899,0.80633,0.984109,0.991371,0.089092,0.077464,0.047186,0.004471,0.635135,0.44,0.430769,0.504808,0.474227,0.337838,0.206987,0.322794,0.225755,0.235197,0.430862,0.951078,0.1502,0.203193,0.819843,0.984109,0.991371,0.089017,0.077464,0.047186,0.004471,0.618421,0.434343,0.329897,0.504808,0.474227,0.337838,0.195274,0.451611,0.128655,0.230451,0.33564,0.939762,0.115934,0.077203,0.80884,0.971124,0.982278,0.120781,0.14908,0.109048,0.004471,0.74026,0.510638,0.39433,0.591743,0.453608,0.342466,0.128668,0.329207,0.128655,0.230451,0.33564,0.939762,0.115934,0.075825,0.80884,0.971124,0.982278,0.114241,0.14908,0.109048,0.003925,0.74026,0.488889,0.39433,0.591743,0.453608,0.342466,0.090047,0.329207,1
403,0.597734,0.079034,0.360795,0.945028,0.318246,0.489703,0.834945,0.966885,0.965441,0.047184,0.086932,0.095379,0.020305,0.1875,0.564103,0.567823,0.67027,0.438776,0.379747,0.401235,0.475438,0.593814,0.082241,0.455882,0.945068,0.290283,0.421121,0.832216,0.969293,0.969057,0.050438,0.069496,0.073036,0.025969,0.554217,0.452632,0.465565,0.410377,0.867347,0.381579,0.286595,0.370602,0.268687,0.65749,0.227273,0.922241,0.054377,0.2009,0.814907,0.945205,0.942239,0.085264,0.103634,0.105197,0.010467,0.682353,0.864583,0.417112,0.947115,0.28866,0.373333,0.372561,0.268866,0.222222,0.380442,0.153043,0.921102,0.025387,0.188406,0.813983,0.944381,0.941127,0.08147,0.096049,0.100271,0.009658,0.635135,0.87,0.402564,0.951923,0.28866,0.378378,0.253275,0.260423,0.203498,0.37991,0.176353,0.923048,0.023415,0.188679,0.827624,0.944381,0.941127,0.081401,0.096049,0.100271,0.009658,0.618421,0.868687,0.301546,0.951923,0.28866,0.378378,0.239221,0.371834,0.285088,0.386298,0.392734,0.927227,0.106225,0.222525,0.829926,0.948331,0.947066,0.111185,0.13321,0.131539,0.040601,0.649351,0.595745,0.371134,0.62844,0.762887,0.383562,0.313447,0.366909,0.285088,0.386298,0.392734,0.927227,0.106225,0.218555,0.829926,0.948331,0.947066,0.105164,0.13321,0.131539,0.035636,0.649351,0.577778,0.371134,0.62844,0.762887,0.383562,0.219364,0.366909,3
404,0.269122,0.093451,0.411932,0.935851,0.108911,0.485126,0.814984,0.960544,0.964812,0.10411,0.116003,0.105746,0.323027,0.425,0.717949,0.70347,0.259459,0.979592,0.367089,0.435185,0.369454,0.389691,0.072806,0.507353,0.932459,0.293973,0.328553,0.821822,0.95376,0.958009,0.078991,0.105493,0.100849,0.047732,0.590361,0.505263,0.520661,0.429245,0.806122,0.381579,0.22265,0.333046,0.20404,0.316093,0.358852,0.911146,0.058355,0.233883,0.817254,0.923458,0.92922,0.169578,0.173444,0.166487,0.067455,0.776471,0.8125,0.553476,0.485577,0.927835,0.386667,0.28068,0.202375,0.175347,0.182671,0.248696,0.910326,0.027245,0.226087,0.8167,0.922815,0.928369,0.151253,0.150554,0.147936,0.062243,0.743243,0.82,0.530769,0.485577,0.927835,0.391892,0.193886,0.212875,0.160572,0.18197,0.286573,0.912249,0.025128,0.226415,0.830387,0.922815,0.928369,0.151125,0.150554,0.147936,0.062243,0.723684,0.818182,0.430412,0.485577,0.927835,0.391892,0.182836,0.311016,0.147661,0.148198,0.247405,0.912249,0.025128,0.141689,0.830387,0.922815,0.928369,0.14775,0.162755,0.158119,0.062243,0.714286,0.808511,0.430412,0.509174,0.927835,0.39726,0.142212,0.329363,0.147661,0.148198,0.247405,0.912249,0.025128,0.139161,0.830387,0.922815,0.928369,0.13975,0.162755,0.158119,0.054631,0.714286,0.8,0.430412,0.509174,0.927835,0.39726,0.099526,0.329363,3
